0.77,0.77,0.77,0.38,0.28,0.2,0.17,0.15,0.13
0.85,0.85,0.85,0.36,0.26,0.21,0.14,0.15,0.07
0.88,0.88,0.88,0.64,0.49,0.43,0.35,0.34,0.31
0.88,0.88,0.88,0.75,0.6,0.54,0.44,0.4,0.41
0.89,0.89,0.89,0.86,0.77,0.68,0.63,0.58,0.5
0.9,0.91,0.91,0.88,0.8,0.71,0.69,0.65,0.62
0.89,0.9,0.9,0.91,0.85,0.8,0.7,0.7,0.62
