0.86,0.86,0.86,0.85,0.85,0.85,0.86,0.86,0.82
0.86,0.86,0.86,0.85,0.85,0.86,0.86,0.84,0.81
0.85,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.77
0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.83,0.78
0.86,0.86,0.86,0.85,0.85,0.83,0.86,0.85,0.82
0.85,0.85,0.86,0.85,0.84,0.86,0.88,0.86,0.81
0.86,0.86,0.86,0.85,0.85,0.85,0.86,0.89,0.87
0.86,0.85,0.86,0.85,0.84,0.85,0.87,0.85,0.86
0.86,0.86,0.86,0.86,0.86,0.86,0.85,0.86,0.86
